firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Jack,Kennedy,21,12,0,2,135,2015-04-29,Spokane Stallions,29,Des Moines Desperadoes,41
George,Bush,8,5,0,1,58,2015-04-29,Spokane Stallions,29,Des Moines Desperadoes,41
Jack,Kennedy,34,21,0,2,215,2015-05-06,Spokane Stallions,15,Augusta Autocrats,21
Jack,Kennedy,25,13,0,1,154,2015-05-13,Spokane Stallions,13,Grand Rapids Gamers,24
Jack,Kennedy,30,18,0,2,216,2015-05-20,Spokane Stallions,25,Huntington Beach Harriers,10
Jack,Kennedy,18,9,0,1,87,2015-05-27,Spokane Stallions,18,Mobile Misfits,14
George,Bush,7,3,0,1,38,2015-05-27,Spokane Stallions,18,Mobile Misfits,14
Jack,Kennedy,26,12,0,1,159,2015-06-03,Spokane Stallions,17,Boise Bearcats,27
Jack,Kennedy,30,16,0,2,180,2015-06-10,Spokane Stallions,20,Modesto Misanthropes,24
Jack,Kennedy,23,11,0,2,139,2015-06-17,Spokane Stallions,16,Fremont Firebugs,27
George,Bush,10,5,0,0,59,2015-06-17,Spokane Stallions,16,Fremont Firebugs,27
Jack,Kennedy,26,15,0,2,164,2015-06-24,Spokane Stallions,20,Montgomery Music,0
Dubya,Bush,38,17,0,2,164,2015-03-18,Richmond Roustabouts,24,Yonkers Yellowjackets,35
Dubya,Bush,23,10,0,0,95,2015-03-25,Richmond Roustabouts,10,Shreveport Seamen,44
Barry,Obama,1,0,0,0,0,2015-03-25,Richmond Roustabouts,10,Shreveport Seamen,44
Dubya,Bush,29,16,0,1,146,2015-04-01,Richmond Roustabouts,18,San Bernardino Stalkers,9
Dubya,Bush,34,19,0,2,150,2015-04-08,Richmond Roustabouts,18,Tacoma Touchdown-Scorers,6
Dubya,Bush,34,15,0,1,142,2015-04-15,Richmond Roustabouts,13,Glendale Centers,44
Dubya,Bush,33,18,0,2,164,2015-04-22,Richmond Roustabouts,20,Des Moines Desperadoes,34
Dubya,Bush,35,18,0,2,166,2015-04-29,Richmond Roustabouts,24,Augusta Autocrats,27
Dubya,Bush,32,16,0,1,142,2015-05-06,Richmond Roustabouts,7,Grand Rapids Gamers,24
Dubya,Bush,30,16,0,1,162,2015-05-13,Richmond Roustabouts,15,Huntington Beach Harriers,17
Dubya,Bush,25,10,0,1,103,2015-05-20,Richmond Roustabouts,14,Mobile Misfits,38
Dubya,Bush,27,11,0,1,88,2015-05-27,Richmond Roustabouts,12,Boise Bearcats,30
Dubya,Bush,30,14,0,1,138,2015-06-03,Richmond Roustabouts,13,Modesto Misanthropes,35
Dubya,Bush,35,19,0,1,165,2015-06-10,Richmond Roustabouts,9,Fremont Firebugs,21
Dubya,Bush,36,14,0,1,145,2015-06-17,Richmond Roustabouts,18,Montgomery Music,41
Dubya,Bush,33,15,0,0,126,2015-06-24,Richmond Roustabouts,10,Spokane Stallions,20
Barry,Obama,2,1,0,1,17,2015-06-24,Richmond Roustabouts,10,Spokane Stallions,20
Zach,Taylor,28,15,0,1,156,2015-03-18,Yonkers Yellowjackets,15,Shreveport Seamen,6
Zach,Taylor,27,14,0,2,135,2015-03-25,Yonkers Yellowjackets,20,San Bernardino Stalkers,27
Zach,Taylor,24,11,0,1,105,2015-04-01,Yonkers Yellowjackets,21,Tacoma Touchdown-Scorers,6
Sam,Grant,8,5,0,1,74,2015-04-01,Yonkers Yellowjackets,21,Tacoma Touchdown-Scorers,6
Zach,Taylor,37,20,0,1,193,2015-04-08,Yonkers Yellowjackets,13,Glendale Centers,16
Sam,Grant,1,0,0,0,0,2015-04-08,Yonkers Yellowjackets,13,Glendale Centers,16
Zach,Taylor,37,15,0,2,146,2015-04-15,Yonkers Yellowjackets,23,Des Moines Desperadoes,28
Zach,Taylor,30,16,0,1,130,2015-04-22,Yonkers Yellowjackets,15,Augusta Autocrats,16
Zach,Taylor,25,10,0,1,93,2015-04-29,Yonkers Yellowjackets,8,Grand Rapids Gamers,17
Zach,Taylor,20,8,0,1,84,2015-05-06,Yonkers Yellowjackets,14,Huntington Beach Harriers,23
Sam,Grant,7,4,0,0,62,2015-05-06,Yonkers Yellowjackets,14,Huntington Beach Harriers,23
Zach,Taylor,28,15,0,2,161,2015-05-13,Yonkers Yellowjackets,24,Mobile Misfits,3
Zach,Taylor,23,11,0,0,102,2015-05-20,Yonkers Yellowjackets,1,Boise Bearcats,14
Sam,Grant,12,7,0,0,83,2015-05-20,Yonkers Yellowjackets,1,Boise Bearcats,14
Zach,Taylor,29,12,0,0,98,2015-05-27,Yonkers Yellowjackets,11,Modesto Misanthropes,37
Zach,Taylor,38,16,0,2,166,2015-06-03,Yonkers Yellowjackets,15,Fremont Firebugs,27
Zach,Taylor,25,14,0,2,139,2015-06-10,Yonkers Yellowjackets,20,Montgomery Music,16
Zach,Taylor,26,12,0,0,107,2015-06-17,Yonkers Yellowjackets,1,Spokane Stallions,13
Zach,Taylor,22,12,0,0,105,2015-06-24,Yonkers Yellowjackets,14,Richmond Roustabouts,14
Sam,Grant,6,3,0,1,46,2015-06-24,Yonkers Yellowjackets,14,Richmond Roustabouts,14
Jimmy,Carter,25,9,0,1,64,2015-03-18,Shreveport Seamen,14,San Bernardino Stalkers,13
Jimmy,Carter,28,11,0,1,91,2015-03-25,Shreveport Seamen,19,Tacoma Touchdown-Scorers,30
Jimmy,Carter,25,10,0,0,93,2015-04-01,Shreveport Seamen,12,Glendale Centers,37
Jimmy,Carter,30,11,0,0,92,2015-04-08,Shreveport Seamen,6,Des Moines Desperadoes,17
Jimmy,Carter,38,14,0,1,132,2015-04-15,Shreveport Seamen,15,Augusta Autocrats,31
Jimmy,Carter,36,15,0,0,120,2015-04-22,Shreveport Seamen,8,Grand Rapids Gamers,27
Jimmy,Carter,25,11,0,0,98,2015-04-29,Shreveport Seamen,10,Huntington Beach Harriers,0
Jimmy,Carter,28,13,0,1,121,2015-05-06,Shreveport Seamen,12,Mobile Misfits,14
Jimmy,Carter,37,17,0,1,126,2015-05-13,Shreveport Seamen,17,Boise Bearcats,14
Jimmy,Carter,36,12,0,1,85,2015-05-20,Shreveport Seamen,16,Modesto Misanthropes,23
Jimmy,Carter,34,15,0,0,131,2015-05-27,Shreveport Seamen,4,Fremont Firebugs,30
Jimmy,Carter,19,8,0,0,74,2015-06-03,Shreveport Seamen,6,Montgomery Music,6
Warren,Harding,7,3,0,0,27,2015-06-03,Shreveport Seamen,6,Montgomery Music,6
Jimmy,Carter,27,14,0,1,129,2015-06-10,Shreveport Seamen,12,Spokane Stallions,20
Jimmy,Carter,27,13,0,1,97,2015-06-17,Shreveport Seamen,24,Richmond Roustabouts,3
Warren,Harding,8,3,0,1,26,2015-06-17,Shreveport Seamen,24,Richmond Roustabouts,3
Jimmy,Carter,23,12,0,0,118,2015-06-24,Shreveport Seamen,12,Yonkers Yellowjackets,13
Warren,Harding,9,3,0,1,32,2015-06-24,Shreveport Seamen,12,Yonkers Yellowjackets,13
James,Garfield,34,21,0,3,219,2015-03-18,San Bernardino Stalkers,30,Tacoma Touchdown-Scorers,37
Gerry,Ford,2,0,1,0,0,2015-03-18,San Bernardino Stalkers,30,Tacoma Touchdown-Scorers,37
James,Garfield,24,12,0,1,169,2015-03-25,San Bernardino Stalkers,8,Glendale Centers,16
Gerry,Ford,6,2,1,0,13,2015-03-25,San Bernardino Stalkers,8,Glendale Centers,16
James,Garfield,27,17,0,2,171,2015-04-01,San Bernardino Stalkers,24,Des Moines Desperadoes,21
James,Garfield,32,15,0,2,208,2015-04-08,San Bernardino Stalkers,24,Augusta Autocrats,6
James,Garfield,33,16,0,2,197,2015-04-15,San Bernardino Stalkers,15,Grand Rapids Gamers,37
James,Garfield,32,18,0,3,224,2015-04-22,San Bernardino Stalkers,21,Huntington Beach Harriers,20
James,Garfield,25,16,0,2,177,2015-04-29,San Bernardino Stalkers,24,Mobile Misfits,13
James,Garfield,32,20,0,3,200,2015-05-06,San Bernardino Stalkers,28,Boise Bearcats,13
James,Garfield,26,13,0,1,149,2015-05-13,San Bernardino Stalkers,19,Modesto Misanthropes,6
James,Garfield,34,21,0,2,261,2015-05-20,San Bernardino Stalkers,22,Fremont Firebugs,34
James,Garfield,23,11,0,1,140,2015-05-27,San Bernardino Stalkers,18,Montgomery Music,16
Gerry,Ford,10,3,1,0,19,2015-05-27,San Bernardino Stalkers,18,Montgomery Music,16
James,Garfield,29,18,0,3,255,2015-06-03,San Bernardino Stalkers,21,Spokane Stallions,14
James,Garfield,28,19,0,2,235,2015-06-10,San Bernardino Stalkers,15,Richmond Roustabouts,27
Gerry,Ford,3,1,1,0,8,2015-06-10,San Bernardino Stalkers,15,Richmond Roustabouts,27
James,Garfield,28,14,0,1,171,2015-06-17,San Bernardino Stalkers,11,Yonkers Yellowjackets,37
James,Garfield,29,20,0,2,217,2015-06-24,San Bernardino Stalkers,19,Shreveport Seamen,7
Abe,Lincoln,38,25,0,4,377,2015-03-18,Tacoma Touchdown-Scorers,35,Glendale Centers,27
Abe,Lincoln,26,19,0,2,244,2015-03-25,Tacoma Touchdown-Scorers,16,Des Moines Desperadoes,27
Herbert,Hoover,2,0,1,0,0,2015-03-25,Tacoma Touchdown-Scorers,16,Des Moines Desperadoes,27
Abe,Lincoln,35,21,0,3,255,2015-04-01,Tacoma Touchdown-Scorers,31,Augusta Autocrats,24
Abe,Lincoln,28,16,0,3,234,2015-04-08,Tacoma Touchdown-Scorers,30,Grand Rapids Gamers,16
Herbert,Hoover,6,1,1,1,5,2015-04-08,Tacoma Touchdown-Scorers,30,Grand Rapids Gamers,16
Abe,Lincoln,32,20,0,3,232,2015-04-15,Tacoma Touchdown-Scorers,24,Huntington Beach Harriers,20
Abe,Lincoln,33,18,0,3,237,2015-04-22,Tacoma Touchdown-Scorers,32,Mobile Misfits,6
Abe,Lincoln,30,19,0,2,232,2015-04-29,Tacoma Touchdown-Scorers,16,Boise Bearcats,6
Herbert,Hoover,2,0,1,0,0,2015-04-29,Tacoma Touchdown-Scorers,16,Boise Bearcats,6
Abe,Lincoln,30,18,0,2,235,2015-05-06,Tacoma Touchdown-Scorers,18,Modesto Misanthropes,0
Abe,Lincoln,38,21,0,3,328,2015-05-13,Tacoma Touchdown-Scorers,29,Fremont Firebugs,21
Abe,Lincoln,37,25,0,4,347,2015-05-20,Tacoma Touchdown-Scorers,36,Montgomery Music,9
Abe,Lincoln,31,17,0,3,209,2015-05-27,Tacoma Touchdown-Scorers,30,Spokane Stallions,23
Abe,Lincoln,27,16,0,2,195,2015-06-03,Tacoma Touchdown-Scorers,33,Richmond Roustabouts,30
Herbert,Hoover,9,3,1,1,14,2015-06-03,Tacoma Touchdown-Scorers,33,Richmond Roustabouts,30
Abe,Lincoln,35,21,0,3,280,2015-06-10,Tacoma Touchdown-Scorers,22,Yonkers Yellowjackets,31
Abe,Lincoln,28,17,0,3,251,2015-06-17,Tacoma Touchdown-Scorers,33,Shreveport Seamen,3
Abe,Lincoln,29,20,0,3,301,2015-06-24,Tacoma Touchdown-Scorers,24,San Bernardino Stalkers,27
Andy,Jackson,26,17,0,3,232,2015-03-18,Glendale Centers,31,Des Moines Desperadoes,44
Andy,Jackson,27,19,0,3,243,2015-03-25,Glendale Centers,27,Augusta Autocrats,7
Andy,Jackson,38,28,0,4,347,2015-04-01,Glendale Centers,30,Grand Rapids Gamers,23
Andy,Jackson,26,17,0,3,258,2015-04-08,Glendale Centers,24,Huntington Beach Harriers,16
Andy,Jackson,23,16,0,2,206,2015-04-15,Glendale Centers,40,Mobile Misfits,28
Franklin,Roosevelt,9,7,0,2,99,2015-04-15,Glendale Centers,40,Mobile Misfits,28
Andy,Jackson,32,18,0,3,272,2015-04-22,Glendale Centers,33,Boise Bearcats,7
Andy,Jackson,38,23,0,3,325,2015-04-29,Glendale Centers,26,Modesto Misanthropes,41
Andy,Jackson,25,17,0,2,237,2015-05-06,Glendale Centers,24,Fremont Firebugs,9
Franklin,Roosevelt,3,2,0,0,34,2015-05-06,Glendale Centers,24,Fremont Firebugs,9
Andy,Jackson,39,24,0,3,329,2015-05-13,Glendale Centers,33,Montgomery Music,23
Andy,Jackson,24,14,0,3,191,2015-05-20,Glendale Centers,24,Spokane Stallions,9
Franklin,Roosevelt,2,1,0,0,16,2015-05-20,Glendale Centers,24,Spokane Stallions,9
Andy,Jackson,24,15,0,3,198,2015-05-27,Glendale Centers,36,Richmond Roustabouts,27
Franklin,Roosevelt,11,9,0,2,146,2015-05-27,Glendale Centers,36,Richmond Roustabouts,27
Andy,Jackson,29,19,0,3,284,2015-06-03,Glendale Centers,24,Yonkers Yellowjackets,0
Andy,Jackson,33,24,0,4,362,2015-06-10,Glendale Centers,30,Shreveport Seamen,38
Andy,Jackson,28,18,0,2,234,2015-06-17,Glendale Centers,24,San Bernardino Stalkers,41
Franklin,Roosevelt,1,0,0,0,0,2015-06-17,Glendale Centers,24,San Bernardino Stalkers,41
Andy,Jackson,34,22,0,5,354,2015-06-24,Glendale Centers,47,Tacoma Touchdown-Scorers,0
John,Tyler,22,8,1,1,46,2015-03-18,Des Moines Desperadoes,20,Augusta Autocrats,9
John,Adams,5,1,1,1,4,2015-03-18,Des Moines Desperadoes,20,Augusta Autocrats,9
John,Tyler,23,9,1,1,68,2015-03-25,Des Moines Desperadoes,17,Grand Rapids Gamers,30
John,Adams,13,3,1,1,12,2015-03-25,Des Moines Desperadoes,17,Grand Rapids Gamers,30
John,Tyler,28,12,1,1,77,2015-04-01,Des Moines Desperadoes,14,Huntington Beach Harriers,23
John,Tyler,31,9,1,0,69,2015-04-08,Des Moines Desperadoes,5,Mobile Misfits,13
John,Adams,2,0,1,0,0,2015-04-08,Des Moines Desperadoes,5,Mobile Misfits,13
John,Tyler,23,10,1,1,61,2015-04-15,Des Moines Desperadoes,14,Boise Bearcats,30
John,Adams,7,1,1,0,5,2015-04-15,Des Moines Desperadoes,14,Boise Bearcats,30
John,Tyler,39,15,1,0,84,2015-04-22,Des Moines Desperadoes,10,Modesto Misanthropes,3
John,Tyler,27,11,1,0,67,2015-04-29,Des Moines Desperadoes,0,Fremont Firebugs,16
John,Adams,4,1,1,0,4,2015-04-29,Des Moines Desperadoes,0,Fremont Firebugs,16
John,Tyler,24,9,1,0,56,2015-05-06,Des Moines Desperadoes,12,Montgomery Music,38
John,Adams,5,1,1,0,4,2015-05-06,Des Moines Desperadoes,12,Montgomery Music,38
John,Tyler,24,7,1,0,39,2015-05-13,Des Moines Desperadoes,8,Spokane Stallions,34
John,Tyler,18,7,1,0,52,2015-05-20,Des Moines Desperadoes,19,Richmond Roustabouts,34
John,Adams,11,3,1,1,14,2015-05-20,Des Moines Desperadoes,19,Richmond Roustabouts,34
John,Tyler,18,8,1,1,53,2015-05-27,Des Moines Desperadoes,23,Yonkers Yellowjackets,28
John,Adams,10,3,1,1,13,2015-05-27,Des Moines Desperadoes,23,Yonkers Yellowjackets,28
John,Tyler,21,7,1,1,46,2015-06-03,Des Moines Desperadoes,17,Shreveport Seamen,37
John,Adams,3,0,1,0,0,2015-06-03,Des Moines Desperadoes,17,Shreveport Seamen,37
John,Tyler,36,16,1,1,97,2015-06-10,Des Moines Desperadoes,14,San Bernardino Stalkers,10
John,Tyler,37,11,1,0,74,2015-06-17,Des Moines Desperadoes,8,Tacoma Touchdown-Scorers,7
John,Tyler,16,7,1,1,45,2015-06-24,Des Moines Desperadoes,25,Glendale Centers,38
John,Adams,10,2,1,1,9,2015-06-24,Des Moines Desperadoes,25,Glendale Centers,38
James,Madison,24,18,0,3,269,2015-03-18,Augusta Autocrats,22,Grand Rapids Gamers,30
Ben,Harrison,7,3,0,0,32,2015-03-18,Augusta Autocrats,22,Grand Rapids Gamers,30
James,Madison,33,24,0,5,394,2015-03-25,Augusta Autocrats,45,Huntington Beach Harriers,23
James,Madison,17,10,0,1,156,2015-04-01,Augusta Autocrats,8,Mobile Misfits,35
Ben,Harrison,7,3,0,0,29,2015-04-01,Augusta Autocrats,8,Mobile Misfits,35
James,Madison,30,23,0,5,341,2015-04-08,Augusta Autocrats,44,Boise Bearcats,20
James,Madison,26,18,0,4,306,2015-04-15,Augusta Autocrats,35,Modesto Misanthropes,27
Ben,Harrison,8,5,0,1,68,2015-04-15,Augusta Autocrats,35,Modesto Misanthropes,27
James,Madison,39,28,0,6,414,2015-04-22,Augusta Autocrats,46,Fremont Firebugs,16
James,Madison,27,21,0,5,327,2015-04-29,Augusta Autocrats,43,Montgomery Music,6
James,Madison,27,20,0,3,272,2015-05-06,Augusta Autocrats,22,Spokane Stallions,38
James,Madison,32,19,0,3,270,2015-05-13,Augusta Autocrats,31,Richmond Roustabouts,37
James,Madison,32,24,0,3,290,2015-05-20,Augusta Autocrats,31,Yonkers Yellowjackets,35
James,Madison,32,19,0,3,272,2015-05-27,Augusta Autocrats,26,Shreveport Seamen,20
James,Madison,35,27,0,5,372,2015-06-03,Augusta Autocrats,45,San Bernardino Stalkers,21
Ben,Harrison,3,1,0,0,10,2015-06-03,Augusta Autocrats,45,San Bernardino Stalkers,21
James,Madison,36,25,0,5,390,2015-06-10,Augusta Autocrats,41,Tacoma Touchdown-Scorers,21
James,Madison,25,16,0,4,251,2015-06-17,Augusta Autocrats,36,Glendale Centers,7
James,Madison,26,18,0,3,240,2015-06-24,Augusta Autocrats,30,Des Moines Desperadoes,23
Ben,Harrison,1,0,0,0,0,2015-06-24,Augusta Autocrats,30,Des Moines Desperadoes,23
Ike,Eisenhower,30,14,0,1,173,2015-03-18,Grand Rapids Gamers,8,Huntington Beach Harriers,20
Ike,Eisenhower,29,16,0,1,189,2015-03-25,Grand Rapids Gamers,18,Mobile Misfits,20
Bill,Clinton,2,1,0,0,9,2015-03-25,Grand Rapids Gamers,18,Mobile Misfits,20
Ike,Eisenhower,30,18,0,3,239,2015-04-01,Grand Rapids Gamers,31,Boise Bearcats,16
Ike,Eisenhower,30,17,0,2,172,2015-04-08,Grand Rapids Gamers,20,Modesto Misanthropes,24
Ike,Eisenhower,30,19,0,3,255,2015-04-15,Grand Rapids Gamers,24,Fremont Firebugs,27
Bill,Clinton,3,1,0,0,9,2015-04-15,Grand Rapids Gamers,24,Fremont Firebugs,27
Ike,Eisenhower,29,14,0,1,163,2015-04-22,Grand Rapids Gamers,16,Montgomery Music,37
Bill,Clinton,1,0,0,0,0,2015-04-22,Grand Rapids Gamers,16,Montgomery Music,37
Ike,Eisenhower,37,18,0,1,188,2015-04-29,Grand Rapids Gamers,13,Spokane Stallions,28
Ike,Eisenhower,24,11,0,2,130,2015-05-06,Grand Rapids Gamers,25,Richmond Roustabouts,17
Bill,Clinton,14,5,0,0,53,2015-05-06,Grand Rapids Gamers,25,Richmond Roustabouts,17
Ike,Eisenhower,29,14,0,1,154,2015-05-13,Grand Rapids Gamers,17,Yonkers Yellowjackets,9
Ike,Eisenhower,27,16,0,3,215,2015-05-20,Grand Rapids Gamers,28,Shreveport Seamen,20
Ike,Eisenhower,27,17,0,2,223,2015-05-27,Grand Rapids Gamers,16,San Bernardino Stalkers,13
Ike,Eisenhower,36,22,0,2,266,2015-06-03,Grand Rapids Gamers,20,Tacoma Touchdown-Scorers,34
Ike,Eisenhower,26,17,0,2,194,2015-06-10,Grand Rapids Gamers,31,Glendale Centers,27
Bill,Clinton,12,6,0,1,54,2015-06-10,Grand Rapids Gamers,31,Glendale Centers,27
Ike,Eisenhower,28,18,0,2,202,2015-06-17,Grand Rapids Gamers,23,Des Moines Desperadoes,24
Bill,Clinton,6,2,0,0,17,2015-06-17,Grand Rapids Gamers,23,Des Moines Desperadoes,24
Ike,Eisenhower,25,12,0,2,124,2015-06-24,Grand Rapids Gamers,33,Augusta Autocrats,44
Bill,Clinton,13,6,0,1,57,2015-06-24,Grand Rapids Gamers,33,Augusta Autocrats,44
Harry,Truman,27,22,0,5,313,2015-03-18,Huntington Beach Harriers,44,Mobile Misfits,24
Harry,Truman,29,22,0,5,390,2015-03-25,Huntington Beach Harriers,41,Boise Bearcats,35
Harry,Truman,27,18,0,3,274,2015-04-01,Huntington Beach Harriers,29,Modesto Misanthropes,27
Harry,Truman,33,22,0,5,349,2015-04-08,Huntington Beach Harriers,40,Fremont Firebugs,16
Harry,Truman,27,21,0,5,388,2015-04-15,Huntington Beach Harriers,42,Montgomery Music,14
Harry,Truman,27,18,0,4,317,2015-04-22,Huntington Beach Harriers,28,Spokane Stallions,23
Harry,Truman,26,21,0,4,312,2015-04-29,Huntington Beach Harriers,29,Richmond Roustabouts,38
Harry,Truman,28,23,0,6,409,2015-05-06,Huntington Beach Harriers,54,Yonkers Yellowjackets,23
Harry,Truman,29,19,0,5,334,2015-05-13,Huntington Beach Harriers,42,Shreveport Seamen,37
Harry,Truman,25,21,0,4,296,2015-05-20,Huntington Beach Harriers,36,San Bernardino Stalkers,20
Harry,Truman,25,18,0,4,249,2015-05-27,Huntington Beach Harriers,36,Tacoma Touchdown-Scorers,30
Harry,Truman,28,21,0,4,359,2015-06-03,Huntington Beach Harriers,29,Glendale Centers,7
Harry,Truman,37,24,0,4,342,2015-06-10,Huntington Beach Harriers,34,Des Moines Desperadoes,3
Harry,Truman,36,28,0,5,406,2015-06-17,Huntington Beach Harriers,42,Augusta Autocrats,7
Harry,Truman,24,18,0,4,250,2015-06-24,Huntington Beach Harriers,42,Grand Rapids Gamers,21
Teddy,Roosevelt,3,1,0,1,12,2015-06-24,Huntington Beach Harriers,42,Grand Rapids Gamers,21
Millard,Fillmore,38,28,0,7,506,2015-03-18,Mobile Misfits,49,Boise Bearcats,10
Millard,Fillmore,34,28,0,6,502,2015-03-25,Mobile Misfits,47,Modesto Misanthropes,27
Jim,Buchanan,3,2,0,0,28,2015-03-25,Mobile Misfits,47,Modesto Misanthropes,27
Millard,Fillmore,32,23,0,7,444,2015-04-01,Mobile Misfits,61,Fremont Firebugs,30
Millard,Fillmore,37,28,0,8,532,2015-04-08,Mobile Misfits,57,Montgomery Music,37
Millard,Fillmore,38,31,0,6,490,2015-04-15,Mobile Misfits,43,Spokane Stallions,23
Millard,Fillmore,26,18,0,5,328,2015-04-22,Mobile Misfits,35,Richmond Roustabouts,13
Millard,Fillmore,27,22,0,6,423,2015-04-29,Mobile Misfits,53,Yonkers Yellowjackets,9
Jim,Buchanan,4,2,0,0,29,2015-04-29,Mobile Misfits,53,Yonkers Yellowjackets,9
Millard,Fillmore,28,20,0,4,360,2015-05-06,Mobile Misfits,28,Shreveport Seamen,9
Millard,Fillmore,26,21,0,4,312,2015-05-13,Mobile Misfits,37,San Bernardino Stalkers,9
Millard,Fillmore,33,26,0,6,407,2015-05-20,Mobile Misfits,46,Tacoma Touchdown-Scorers,10
Jim,Buchanan,2,1,0,0,13,2015-05-20,Mobile Misfits,46,Tacoma Touchdown-Scorers,10
Millard,Fillmore,25,21,0,4,335,2015-05-27,Mobile Misfits,30,Glendale Centers,0
Millard,Fillmore,31,25,0,6,468,2015-06-03,Mobile Misfits,49,Des Moines Desperadoes,38
Millard,Fillmore,36,28,0,6,483,2015-06-10,Mobile Misfits,52,Augusta Autocrats,44
Millard,Fillmore,18,12,0,4,220,2015-06-17,Mobile Misfits,36,Grand Rapids Gamers,21
Jim,Buchanan,9,6,0,1,96,2015-06-17,Mobile Misfits,36,Grand Rapids Gamers,21
Millard,Fillmore,27,21,0,5,360,2015-06-24,Mobile Misfits,38,Huntington Beach Harriers,34
Chet,Arthur,32,22,0,3,287,2016-03-16,Boise Bearcats,29,Modesto Misanthropes,13
Chet,Arthur,37,20,0,3,277,2016-03-23,Boise Bearcats,24,Fremont Firebugs,24
Chet,Arthur,23,13,0,1,165,2016-03-30,Boise Bearcats,20,Montgomery Music,13
James,Polk,13,6,1,1,54,2016-03-30,Boise Bearcats,20,Montgomery Music,13
Chet,Arthur,25,15,0,2,173,2016-04-06,Boise Bearcats,17,Spokane Stallions,6
Chet,Arthur,23,16,0,2,204,2016-04-13,Boise Bearcats,31,Richmond Roustabouts,10
James,Polk,5,2,1,1,17,2016-04-13,Boise Bearcats,31,Richmond Roustabouts,10
Chet,Arthur,34,17,0,2,229,2016-04-20,Boise Bearcats,16,Yonkers Yellowjackets,0
Chet,Arthur,32,17,0,2,238,2016-04-27,Boise Bearcats,33,Shreveport Seamen,23
James,Polk,6,3,1,1,26,2016-04-27,Boise Bearcats,33,Shreveport Seamen,23
Chet,Arthur,30,20,0,3,235,2016-05-04,Boise Bearcats,30,San Bernardino Stalkers,23
Chet,Arthur,27,17,0,1,190,2016-05-11,Boise Bearcats,15,Tacoma Touchdown-Scorers,28
Chet,Arthur,32,16,0,2,226,2016-05-18,Boise Bearcats,14,Glendale Centers,13
Chet,Arthur,38,25,0,3,342,2016-05-25,Boise Bearcats,32,Des Moines Desperadoes,14
Chet,Arthur,39,24,0,3,314,2016-06-01,Boise Bearcats,31,Augusta Autocrats,30
Chet,Arthur,31,19,0,2,221,2016-06-08,Boise Bearcats,16,Grand Rapids Gamers,34
Chet,Arthur,29,15,0,2,160,2016-06-15,Boise Bearcats,20,Huntington Beach Harriers,31
Chet,Arthur,31,16,0,3,228,2016-06-22,Boise Bearcats,25,Mobile Misfits,7
William,McKinley,23,13,0,2,181,2016-03-16,Modesto Misanthropes,31,Fremont Firebugs,28
Dick,Nixon,2,1,0,1,11,2016-03-16,Modesto Misanthropes,31,Fremont Firebugs,28
William,McKinley,25,12,0,2,144,2016-03-23,Modesto Misanthropes,26,Montgomery Music,3
William,McKinley,27,14,0,2,170,2016-03-30,Modesto Misanthropes,16,Spokane Stallions,28
William,McKinley,28,17,0,1,180,2016-04-06,Modesto Misanthropes,19,Richmond Roustabouts,38
Dick,Nixon,5,3,0,1,41,2016-04-06,Modesto Misanthropes,19,Richmond Roustabouts,38
William,McKinley,28,15,0,3,200,2016-04-13,Modesto Misanthropes,22,Yonkers Yellowjackets,16
William,McKinley,32,17,0,2,240,2016-04-20,Modesto Misanthropes,24,Shreveport Seamen,9
William,McKinley,31,17,0,2,238,2016-04-27,Modesto Misanthropes,17,San Bernardino Stalkers,34
Dick,Nixon,2,1,0,0,12,2016-04-27,Modesto Misanthropes,17,San Bernardino Stalkers,34
William,McKinley,37,22,0,2,252,2016-05-04,Modesto Misanthropes,25,Tacoma Touchdown-Scorers,20
William,McKinley,28,15,0,2,191,2016-05-11,Modesto Misanthropes,20,Glendale Centers,16
William,McKinley,35,24,0,3,331,2016-05-18,Modesto Misanthropes,32,Des Moines Desperadoes,44
Dick,Nixon,1,0,0,0,0,2016-05-18,Modesto Misanthropes,32,Des Moines Desperadoes,44
William,McKinley,26,13,0,2,157,2016-05-25,Modesto Misanthropes,25,Augusta Autocrats,34
William,McKinley,21,11,0,2,136,2016-06-01,Modesto Misanthropes,40,Grand Rapids Gamers,41
Dick,Nixon,14,8,0,2,123,2016-06-01,Modesto Misanthropes,40,Grand Rapids Gamers,41
William,McKinley,27,15,0,2,207,2016-06-08,Modesto Misanthropes,24,Huntington Beach Harriers,31
William,McKinley,29,18,0,2,247,2016-06-15,Modesto Misanthropes,28,Mobile Misfits,31
Dick,Nixon,3,1,0,1,14,2016-06-15,Modesto Misanthropes,28,Mobile Misfits,31
William,McKinley,33,17,0,1,182,2016-06-22,Modesto Misanthropes,13,Boise Bearcats,13
Cal,Coolidge,26,16,0,2,227,2016-03-16,Fremont Firebugs,26,Montgomery Music,3
Cal,Coolidge,36,25,0,4,380,2016-03-23,Fremont Firebugs,31,Spokane Stallions,35
Cal,Coolidge,20,12,0,2,133,2016-03-30,Fremont Firebugs,22,Richmond Roustabouts,13
Steve,Cleveland,5,2,1,0,18,2016-03-30,Fremont Firebugs,22,Richmond Roustabouts,13
Cal,Coolidge,28,19,0,3,293,2016-04-06,Fremont Firebugs,26,Yonkers Yellowjackets,16
